Post_Date,Check,Description,Debit,Credit,Status,Balance,Classification
2021-09-10,,ASIAN WORLD OF MARTIAL AR 800-3452962 PA Date 09/09/21 24639231253900012300278 Card 5089,230.51,,Posted,14493.34,Food &amp; Dining
2021-09-10,,TYPE: Rent ID: 116943300A CO: Amterre Lincoln,5857.87,,Posted,14723.85,Transfer
2021-09-10,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,1.04,,Posted,20581.72,Uncategorized
2021-09-10,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,574,Posted,20582.76,Uncategorized
2021-09-10,,CEN*CENTURY MA 800-626-2787 OK Date 09/10/21 24692161253100036143498 Card 5089,219.93,,Posted,20008.76,Shopping
2021-09-10,,SMORE.COM WWW.SMORE.COM PA Card 5089,29,,Posted,20228.69,Electronics &amp; Software
2021-09-09,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,483.46,Posted,20257.69,Income
2021-09-08,,TYPE: BILLNG ID: 7300604847 CO: VANTIV_INTG_PYMT,259.64,,Posted,19774.23,Home
2021-09-08,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,562,Posted,20033.87,Uncategorized
2021-09-08,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,138.84,Posted,19471.87,Income
2021-09-07,2477,Check 2477,865.64,,Posted,19333.03,Check
2021-09-07,,TYPE: PURCHASE ID: 9000098054 CO: City of Lafayett,114.52,,Posted,20198.67,Utilities
2021-09-07,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,2.09,,Posted,20313.19,Uncategorized
2021-09-07,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,679.79,Posted,20315.28,Income
2021-09-07,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,502.96,Posted,19635.49,Income
2021-09-07,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,390.28,Posted,19132.53,Income
2021-09-07,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,209.33,Posted,18742.25,Income
2021-09-07,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,146.84,Posted,18532.92,Income
2021-09-07,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,49,Posted,18386.08,Income
2021-09-04,,MORRELL PRINTING SOLUTION 303-6654210 CO Date 09/03/21 24559301246900014200226 Card 5089,13.69,,Posted,18337.08,Printing
2021-09-03,2472,Check 2472,2615.17,,Posted,18350.77,Check
2021-09-03,2475,Check 2475,1933.4,,Posted,20965.94,Check
2021-09-03,2471,Check 2471,1723,,Posted,22899.34,Check
2021-09-03,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,99.25,,Posted,24622.34,Uncategorized
2021-09-03,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,130.5,Posted,24721.59,Uncategorized
2021-09-02,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,1262.86,Posted,24591.09,Income
2021-09-02,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,489.33,Posted,23328.23,Income
2021-09-01,,Deposit Link24 T:F2S32LYMLF2-01,,225,Posted,22838.9,Transfer
2021-09-01,,SWEET COW LOUISVILLE LOUISVILLE CO Date 08/31/21 24717051244172446113946 Card 5089,607.1,,Posted,22613.9,Fast Food
2021-09-01,,CALENDLY HTTPSCALENDLY GA Date 09/01/21 24011341244000017288193 Card 5089,15,,Posted,23221,Electronics &amp; Software
2021-08-31,,Withdrawal Acct Svc Charge,10,,Posted,23236,Uncategorized
2021-08-31,,FACEBK 97YE58BGJ2 650-5434800 CA Date 08/31/21 24204291243000149477255 Card 5089,59.99,,Posted,23246,Amusement
2021-08-31,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,155,Posted,23305.99,Uncategorized
2021-08-31,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,138.84,Posted,23150.99,Income
2021-08-30,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,1.04,,Posted,23012.15,Uncategorized
2021-08-30,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,683.48,Posted,23013.19,Income
2021-08-30,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,567.1,Posted,22329.71,Income
2021-08-30,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,336.72,Posted,21762.61,Income
2021-08-29,,CORALTREE-QBOX 408-448-7269 CA Date 08/29/21 24492151241743917424632 Card 5089,12,,Posted,21425.89,Charity
2021-08-27,,CANVA* I03160-20569780 HTTPSCANVA.CO DE Card 5089,12.99,,Posted,21437.89,Shopping
2021-08-27,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,496.61,Posted,21450.88,Income
2021-08-27,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,394.66,Posted,20954.27,Income
2021-08-26,,ZOOM.US 888-799-9666 WWW.ZOOM.US CA Date 08/26/21 24011341238000049505968 Card 5089,32.53,,Posted,20559.61,Business Services
2021-08-26,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,518.96,Posted,20592.14,Income
2021-08-26,,CEN*CENTURY MA 800-626-2787 OK Date 08/26/21 24692161238100342660664 Card 5089,72.01,,Posted,20073.18,Shopping
2021-08-26,,IN *STREAMLINE ACCOUNTING 970-4332368 CO Date 08/25/21 24692161237100093696553 Card 5089,650,,Posted,20145.19,Business Services
2021-08-26,,IN *STREAMLINE ACCOUNTING 970-4332368 CO Date 08/25/21 24692161237100093696546 Card 5089,500,,Posted,20795.19,Business Services
2021-08-25,,Audible*255ED0ZP1 Amzn.com/bill NJ Date 08/25/21 24692161237100864714353 Card 5089,16.22,,Posted,21295.19,Books
2021-08-25,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,1.04,,Posted,21311.41,Uncategorized
2021-08-24,,TYPE: PAYMENT ID: CITICARDAP CO: CITI AUTOPAY,315.96,,Posted,21312.45,Credit Card Payment
2021-08-24,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,439.01,Posted,21628.41,Income
2021-08-24,,COMCAST CABLE COMM 800-COMCAST CO Card 5089,190.34,,Posted,21189.4,Utilities
2021-08-23,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,0.52,,Posted,21379.74,Uncategorized
2021-08-23,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,902.92,Posted,21380.26,Income
2021-08-23,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,168.89,Posted,20477.34,Income
2021-08-23,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,136.75,Posted,20308.45,Income
2021-08-21,,ABC*Anytime Fitness 888-8279262 CO Card 5089,32.3,,Posted,20171.7,Gym
2021-08-20,,TYPE: TaxPaymnt ID: T846000537 CO: Dept. of Revenue,70.25,,Posted,20204,State Tax
2021-08-20,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,1.04,,Posted,20274.25,Uncategorized
2021-08-20,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,1077,Posted,20275.29,Uncategorized
2021-08-20,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,181.92,Posted,19198.29,Income
2021-08-19,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,310,Posted,19016.37,Uncategorized
2021-08-19,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,136.75,Posted,18706.37,Income
2021-08-19,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,56.39,Posted,18569.62,Income
2021-08-18,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,304,Posted,18513.23,Uncategorized
2021-08-18,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,138.84,Posted,18209.23,Income
2021-08-17,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,238.94,Posted,18070.39,Income
2021-08-17,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,57.47,Posted,17831.45,Income
2021-08-16,,KICKSITE 913-681-9949 KS Date 08/16/21 24055221228200832405235 Card 5089,149,,Posted,17773.98,Charity
2021-08-16,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,1.04,,Posted,17922.98,Uncategorized
2021-08-16,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,806.83,Posted,17924.02,Income
2021-08-16,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,804.3,Posted,17117.19,Income
2021-08-16,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,157.99,Posted,16312.89,Income
2021-08-16,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,145,Posted,16154.9,Uncategorized
2021-08-16,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,57.47,Posted,16009.9,Income
2021-08-15,,SPOTIFY 877-778-1161 NY Card 5089,10.84,,Posted,15952.43,Music
2021-08-13,,THE HOME DEPOT #1548 BROOMFIELD CO Date 08/12/21 24943011225010191034342 Card 5089,183.68,,Posted,15963.27,Home Improvement
2021-08-13,,TYPE: XCELENERGY ID: 5840296600 CO: XCEL ENERGY-PSCO,499.62,,Posted,16146.95,Utilities
2021-08-13,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,1.04,,Posted,16646.57,Uncategorized
2021-08-13,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,216.62,Posted,16647.61,Income
2021-08-13,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,165,Posted,16430.99,Uncategorized
2021-08-13,,ABC*Anytime Fitness 888-8279262 CO Card 5089,45,,Posted,16265.99,Gym
2021-08-12,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,309.88,Posted,16310.99,Income
2021-08-12,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,124.43,Posted,16001.11,Income
2021-08-11,,Deposit Link24 T:2BNWH5VMLF2-01,,45,Posted,15876.68,Transfer
2021-08-11,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,594,Posted,15831.68,Uncategorized
2021-08-11,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,405.5,Posted,15237.68,Income
2021-08-10,,TYPE: QUICKBOOKS ID: 1722616679 CO: INTUIT PAYROLL S,1400.16,,Posted,14832.18,Business Services
2021-08-10,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,1.04,,Posted,16232.34,Uncategorized
2021-08-10,,CEN*CENTURY MA 800-626-2787 OK Date 08/10/21 24692161222100016839071 Card 5089,97.18,,Posted,16233.38,Shopping
2021-08-10,,SMORE.COM WWW.SMORE.COM PA Card 5089,29,,Posted,16330.56,Electronics &amp; Software
2021-08-09,,TYPE: Rent ID: 116943300A CO: Amterre Lincoln,5737.43,,Posted,16359.56,Transfer
2021-08-09,,TYPE: BILLNG ID: 7300604847 CO: VANTIV_INTG_PYMT,256.54,,Posted,22096.99,Home
2021-08-09,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,2.09,,Posted,22353.53,Uncategorized
2021-08-09,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,583.38,Posted,22355.62,Income
2021-08-09,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,295.78,Posted,21772.24,Income
2021-08-09,,TYPE: TRANSFER ID: PAYPALSD11 CO: PAYPAL,,295.22,Posted,21476.46,Transfer
2021-08-09,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,225,Posted,21181.24,Income
2021-08-09,,TYPE: TRANSFER ID: PAYPALSD11 CO: PAYPAL,,167.79,Posted,20956.24,Transfer
2021-08-09,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,145,Posted,20788.45,Uncategorized
2021-08-09,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,138.84,Posted,20643.45,Income
2021-08-07,,BOB L BURGER RECREATION C 303-6650987 CO Date 08/06/21 24755421219642194242989 Card 5089,60,,Posted,20504.61,Food &amp; Dining
2021-08-07,,INSTANT IMPRINTS LOUISVI LOUISVILLE CO Date 08/06/21 24801971218726990456460 Card 5089,758.17,,Posted,20564.61,Uncategorized
2021-08-06,,TYPE: PURCHASE ID: 9000098054 CO: City of Lafayett,49.62,,Posted,21322.78,Utilities
2021-08-06,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,679.79,Posted,21372.4,Income
2021-08-05,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,562,Posted,20692.61,Uncategorized
2021-08-05,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,146.84,Posted,20130.61,Income
2021-08-05,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,17.35,Posted,19983.77,Income
2021-08-05,,IN *STREAMLINE ACCOUNTING 970-4332368 CO Date 08/04/21 24692161216100080968267 Card 5089,71.25,,Posted,19966.42,Business Services
2021-08-05,,IN *STREAMLINE ACCOUNTING 970-4332368 CO Date 08/04/21 24692161216100080968259 Card 5089,202.9,,Posted,20037.67,Business Services
2021-08-04,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,425,Posted,20240.57,Income
2021-08-03,2473,Check 2473,455.51,,Posted,19815.57,Check
2021-08-03,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,99.25,,Posted,20271.08,Uncategorized
2021-08-03,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,130.5,Posted,20370.33,Uncategorized
2021-08-03,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,120,Posted,20239.83,Income
2021-08-02,,TYPE: PRM PYMT ID: 9437678001 CO: COLO UI ER SV,165.58,,Posted,20119.83,Uncategorized
2021-08-02,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,1263.9,Posted,20285.41,Income
2021-08-02,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,277.05,Posted,19021.51,Income
2021-08-01,,CALENDLY HTTPSCALENDLY GA Date 08/01/21 24011341213000019103611 Card 5089,15,,Posted,18744.46,Electronics &amp; Software
2021-07-31,,Withdrawal Acct Svc Charge,10,,Posted,18759.46,Uncategorized
2021-07-31,,AMAZON.COM*2P2WJ3CX2 SEATTLE WA Card 5089,29.06,,Posted,18769.46,Shopping
2021-07-31,,AMAZON.COM*2P1LE7C42 SEATTLE WA Card 5089,19.14,,Posted,18798.52,Shopping
2021-07-31,,DOMINO'S 6371 303-449-7101 CO Date 07/30/21 24445001212500516939554 Card 5089,35,,Posted,18817.66,Fast Food
2021-07-31,,AMAZON.COM*2P22E0GE1 SEATTLE WA Card 5089,42.55,,Posted,18852.66,Shopping
2021-07-30,,CEN*CENTURY MA 800-626-2787 OK Date 07/30/21 24692161211100648956403 Card 5089,26.2,,Posted,18895.21,Shopping
2021-07-30,,TYPE: QUICKBOOKS ID: 1722616679 CO: INTUIT PAYROLL S,7840.45,,Posted,18921.41,Business Services
2021-07-30,,TYPE: EPS ID: H03900 CO: JACK HENRY &amp; ASC,51.66,,Posted,26761.86,Uncategorized
2021-07-30,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,1.57,,Posted,26813.52,Uncategorized
2021-07-30,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,155,Posted,26815.09,Uncategorized
2021-07-30,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,14.09,Posted,26660.09,Income
2021-07-29,,Deposit Link24 T:DHZNG5VMLF2-01,,25,Posted,26646,Transfer
2021-07-29,,Deposit Link24 T:9W71H5VMLS1-01,,360,Posted,26621,Transfer
2021-07-29,,CORALTREE-QBOX 408-448-7269 CA Date 07/29/21 24492151210719972034265 Card 5089,12,,Posted,26261,Charity
2021-07-29,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,684.53,Posted,26273,Income
2021-07-29,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,396.59,Posted,25588.47,Income
2021-07-28,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,419.21,Posted,25191.88,Income
2021-07-28,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,165,Posted,24772.67,Uncategorized
2021-07-27,,CANVA* I03129-18051713 HTTPSCANVA.CO DE Card 5089,12.99,,Posted,24607.67,Shopping
2021-07-27,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,533.5,Posted,24620.66,Income
2021-07-27,,TYPE: TRANSFER ID: PAYPALSD11 CO: PAYPAL,,383.52,Posted,24087.16,Transfer
2021-07-26,,ZOOM.US 888-799-9666 WWW.ZOOM.US CA Date 07/26/21 24011341207000049895366 Card 5089,32.53,,Posted,23703.64,Business Services
2021-07-26,,AMAZON.COM*2E74S9QA2 SEATTLE WA Card 5089,112.48,,Posted,23736.17,Shopping
2021-07-26,,AMAZON.COM*2E94O5QG2 SEATTLE WA Card 5089,22.4,,Posted,23848.65,Shopping
2021-07-26,,Audible*2E1OJ2K00 Amzn.com/bill NJ Date 07/25/21 24692161207100396572770 Card 5089,16.22,,Posted,23871.05,Books
2021-07-26,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,517.92,Posted,23887.27,Income
2021-07-26,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,439.01,Posted,23369.35,Income
2021-07-26,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,292.35,Posted,22930.34,Income
2021-07-26,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,239.09,Posted,22637.99,Income
2021-07-26,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,79.17,Posted,22398.9,Income
2021-07-24,,COMCAST CABLE COMM 800-COMCAST CO Card 5089,191.12,,Posted,22319.73,Utilities
2021-07-23,,TYPE: PAYMENT ID: CITICARDAP CO: CITI AUTOPAY,292.5,,Posted,22510.85,Credit Card Payment
2021-07-23,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,0.52,,Posted,22803.35,Uncategorized
2021-07-23,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,25.76,Posted,22803.87,Income
2021-07-23,,MASTERLINE CO. 562-944-0036 CA Date 07/21/21 24388961203030023994608 Card 5089,26.7,,Posted,22778.11,Travel
2021-07-22,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,397.35,Posted,22804.81,Income
2021-07-22,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,136.75,Posted,22407.46,Income
2021-07-21,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,893.34,Posted,22270.71,Income
2021-07-21,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,465,Posted,21377.37,Uncategorized
2021-07-21,,ABC*Anytime Fitness 888-8279262 CO Card 5089,32.3,,Posted,20912.37,Gym
2021-07-20,,TYPE: TaxPaymnt ID: T846000537 CO: Dept. of Revenue,47.78,,Posted,20944.67,State Tax
2021-07-20,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,0.52,,Posted,20992.45,Uncategorized
2021-07-20,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,481.7,Posted,20992.97,Uncategorized
2021-07-20,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,143.96,Posted,20511.27,Income
2021-07-19,,Deposit Link24 T:MP8TF5VMLF2-01,,100,Posted,20367.31,Transfer
2021-07-19,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,4.18,,Posted,20267.31,Uncategorized
2021-07-19,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,380.07,Posted,20271.49,Income
2021-07-19,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,266.8,Posted,19891.42,Income
2021-07-19,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,220,Posted,19624.62,Uncategorized
2021-07-19,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,138.84,Posted,19404.62,Income
2021-07-19,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,138.32,Posted,19265.78,Income
2021-07-19,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,17.35,Posted,19127.46,Income
2021-07-17,,CEN*CENTURY MA 800-626-2787 OK Date 07/17/21 24692161198100931675618 Card 5089,33.85,,Posted,19110.11,Shopping
2021-07-16,,KICKSITE 913-681-9949 KS Date 07/16/21 24055221197200832405174 Card 5089,149,,Posted,19143.96,Charity
2021-07-16,,TYPE: XCELENERGY ID: 5840296600 CO: XCEL ENERGY-PSCO,386.95,,Posted,19292.96,Utilities
2021-07-16,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,770.56,Posted,19679.91,Income
2021-07-16,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,449,Posted,18909.35,Uncategorized
2021-07-16,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,17.35,Posted,18460.35,Income
2021-07-15,,TYPE: USATAXPYMT ID: 3387702000 CO: IRS,4585.62,,Posted,18443,Federal Tax
2021-07-15,,TYPE: TaxPaymnt ID: T846000537 CO: Dept. of Revenue,531,,Posted,23028.62,State Tax
2021-07-15,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,320,Posted,23559.62,Uncategorized
2021-07-15,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,275.52,Posted,23239.62,Income
2021-07-15,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,0.78,Posted,22964.1,Income
2021-07-15,,AMAZON.COM*2E4LX6GS1 SEATTLE WA Card 5089,92.62,,Posted,22963.32,Shopping
2021-07-15,,SPOTIFY 877-778-1161 NY Card 5089,10.84,,Posted,23055.94,Music
2021-07-14,,Deposit Link24 T:G7Q3TRQMLF1-01,,1650,Posted,23066.78,Transfer
2021-07-14,,Deposit Link24 T:J6Q3TRQMLF1-01,,285,Posted,21416.78,Transfer
2021-07-14,,Deposit Link24 T:H8TXSRQMLF2-01,,50,Posted,21131.78,Transfer
2021-07-14,,Deposit Link24 T:B4Q3TRQMLF1-01,,100,Posted,21081.78,Transfer
2021-07-14,,Deposit Link24 T:24TXSRQMLF2-01,,125,Posted,20981.78,Transfer
2021-07-14,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,157.99,Posted,20856.78,Income
2021-07-13,,TYPE: PURCHASE ID: 9000098054 CO: City of Lafayett,33.73,,Posted,20698.79,Utilities
2021-07-13,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,32.71,Posted,20732.52,Income
2021-07-13,,MORRELL PRINTING SOLUTION 303-6654210 CO Date 07/12/21 24559301193900010300189 Card 5089,53.53,,Posted,20699.81,Printing
2021-07-13,,ABC*Anytime Fitness 888-8279262 CO Card 5089,45,,Posted,20753.34,Gym
2021-07-12,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,577.46,Posted,20798.34,Income
2021-07-12,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,295.78,Posted,20220.88,Income
2021-07-12,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,139.1,Posted,19925.1,Income
2021-07-12,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,124.43,Posted,19786,Income
2021-07-12,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,35.79,Posted,19661.57,Income
2021-07-10,,SMORE.COM WWW.SMORE.COM PA Card 5089,29,,Posted,19625.78,Electronics &amp; Software
2021-07-09,,IN *STREAMLINE ACCOUNTING 970-4332368 CO Date 07/08/21 24692161190100626086863 Card 5089,138.75,,Posted,19654.78,Business Services
2021-07-09,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,764,Posted,19793.53,Uncategorized
2021-07-09,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,446.38,Posted,19029.53,Income
2021-07-09,,INSTANT IMPRINTS LOUISVI LOUISVILLE CO Date 07/08/21 24801971189726470684115 Card 5089,809,,Posted,18583.15,Uncategorized
2021-07-08,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,402.63,Posted,19392.15,Income
2021-07-08,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,397,Posted,18989.52,Uncategorized
2021-07-08,,MASTERLINE CO. 562-944-0036 CA Date 07/06/21 24388961188030022813204 Card 5089,510.19,,Posted,18592.52,Travel
2021-07-07,,ASIAN WORLD OF MARTIAL AR 800-3452962 PA Date 07/07/21 24639231188900015300358 Card 5089,381.61,,Posted,19102.71,Food &amp; Dining
2021-07-07,,CEN*CENTURY MA 800-626-2787 OK Date 07/07/21 24692161188100267930985 Card 5089,185.36,,Posted,19484.32,Shopping
2021-07-07,,TYPE: Rent ID: 116943300A CO: Amterre Lincoln,5737.43,,Posted,19669.68,Transfer
2021-07-07,,TYPE: BILLNG ID: 7300604847 CO: VANTIV_INTG_PYMT,302.94,,Posted,25407.11,Home
2021-07-07,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,2.09,,Posted,25710.05,Uncategorized
2021-07-06,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,2786.57,Posted,25712.14,Income
2021-07-06,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,679.79,Posted,22925.57,Income
2021-07-06,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,424.48,Posted,22245.78,Income
2021-07-06,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,239.68,Posted,21821.3,Income
2021-07-06,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,224.6,Posted,21581.62,Income
2021-07-06,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,146.84,Posted,21357.02,Income
2021-07-06,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,25,Posted,21210.18,Income
2021-07-02,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,130.5,Posted,21185.18,Uncategorized
2021-07-02,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,1,Posted,21054.68,Income
2021-07-01,,CALENDLY HTTPSCALENDLY GA Card 5089,15,,Posted,21053.68,Electronics &amp; Software
2021-07-01,,TYPE: TRANSFER ID: PAYPALSD11 CO: PAYPAL,,1015.6,Posted,21068.68,Transfer
2021-07-01,,TYPE: Settlement ID: 9000904746 CO: VISION QUEST MAR,,155,Posted,20053.08,Uncategorized
2021-07-01,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,,137.27,Posted,19898.08,Income
2021-07-01,,TYPE: TRANSFER ID: PAYPALSD11 CO: PAYPAL,,67.88,Posted,19760.81,Transfer
